Locus.ID	lead.rsid	IndexSNP	max.ppa.snp	max.ppa	Tissue	gene_name	gwas_z	eqtl_z	CLPP
136_1	rs145678014	chr11:32927778	chr11:32927778	0.63603	Nerve_Tibial	EIF3M	-6.36555142503098	4.62133818828879	0.515426
144_1	rs10830963	chr11:92708710	chr11:92708710	1	Islet	MTNR1B	-13.7507042253521	2.82917275489166	0.105138
144_1	rs10830963	chr11:92708710	chr11:92708710	1	Islet	SMCO4	-13.7507042253521	-1.95126861903341	0.0193298
144_1	rs10830963	chr11:92708710	chr11:92708710	1	Islet	MIR1304	-13.7507042253521	-1.57372517105139	0.0110667
146_6	rs3217860	chr12:4399050	chr12:4399050	0.98696	Islet	HIN1L	-5.88661202185792	2.73658634895512	0.0862185
146_6	rs3217860	chr12:4399050	chr12:4399050	0.98696	Islet	NDUFA9	-5.88661202185792	1.75120909151673	0.0141782
146_6	rs3217860	chr12:4399050	chr12:4399050	0.98696	Whole_Blood	C12orf5	-5.88661202185792	-5.32813623788833	0.998441
146_6	rs3217860	chr12:4399050	chr12:4399050	0.98696	Whole_Blood	CCND2	-5.88661202185792	-4.43446224695385	0.943574
146_4	rs4238013	chr12:4376089	chr12:4376089	0.54558	Islet	DYRK4	-6.63682219419924	1.52376270144068	0.492253
146_4	rs4238013	chr12:4376089	chr12:4376089	0.54558	Islet	C12orf5	-6.63682219419924	-1.14402564920171	0.10631
146_4	rs4238013	chr12:4376089	chr12:4376089	0.54558	Islet	PRMT8	-6.63682219419924	-1.69706749881799	0.520768
146_4	rs4238013	chr12:4376089	chr12:4376089	0.54558	Islet	PARP11	-6.63682219419924	-1.33699582388567	0.43999
146_4	rs4238013	chr12:4376089	chr12:4376089	0.54558	Islet	AKAP3	-6.63682219419924	1.63494775638399	0.518147
146_4	rs4238013	chr12:4376089	chr12:4376089	0.54558	Islet	KCNA1	-6.63682219419924	1.25481479627095	0.0578134
146_4	rs4238013	chr12:4376089	chr12:4376089	0.54558	Islet	GALNT8	-6.63682219419924	-2.02031812437722	0.52348
146_4	rs4238013	chr12:4376089	chr12:4376089	0.54558	Islet	EFCAB4B	-6.63682219419924	-1.78646561404144	0.520331
146_4	rs4238013	chr12:4376089	chr12:4376089	0.54558	Islet	RP11-264F23.4	-6.63682219419924	-1.60048063283497	0.492934
146_4	rs4238013	chr12:4376089	chr12:4376089	0.54558	Islet	RP11-320N7.2	-6.63682219419924	1.708792999113	0.521922
146_5	rs3217792	chr12:4384696	chr12:4384696	0.99879	Islet	KCNA1	-9.47346251053075	1.6119353902929	0.0116479
146_5	rs3217792	chr12:4384696	chr12:4384696	0.99879	Islet	NDUFA9	-9.47346251053075	-1.55964413765046	0.0108631
146_5	rs3217792	chr12:4384696	chr12:4384696	0.99879	Islet	KCNA6	-9.47346251053075	1.67969845784514	0.0127924
146_5	rs3217792	chr12:4384696	chr12:4384696	0.99879	Islet	RP3-377H17.2	-9.47346251053075	-1.50789266599355	0.010161
146_1	rs76895963	chr12:4384844	chr12:4384844	1	Adipose_Subcutaneous	CCND2	17.6325036603221	5.17606798947782	0.997129
146_1	rs76895963	chr12:4384844	chr12:4384844	1	Artery_Tibial	CCND2	17.6325036603221	5.91231180889132	0.999911
146_1	rs76895963	chr12:4384844	chr12:4384844	1	Brain_Cerebellar_Hemisphere	CCND2	17.6325036603221	6.73985623275304	0.999999
146_1	rs76895963	chr12:4384844	chr12:4384844	1	Brain_Cerebellar_Hemisphere	RP11-264F23.4	17.6325036603221	6.06812280433786	0.99996
146_1	rs76895963	chr12:4384844	chr12:4384844	1	Brain_Cerebellar_Hemisphere	RP11-264F23.3	17.6325036603221	7.39828093460163	1
146_1	rs76895963	chr12:4384844	chr12:4384844	1	Brain_Cerebellum	CCND2	17.6325036603221	9.87013285920607	1
146_1	rs76895963	chr12:4384844	chr12:4384844	1	Brain_Cerebellum	RP11-264F23.4	17.6325036603221	5.33921182203578	0.998614
146_1	rs76895963	chr12:4384844	chr12:4384844	1	Brain_Cerebellum	RP11-264F23.3	17.6325036603221	7.84118184935421	1
146_1	rs76895963	chr12:4384844	chr12:4384844	1	Colon_Sigmoid	CCND2	17.6325036603221	4.52897051983652	0.960032
146_1	rs76895963	chr12:4384844	chr12:4384844	1	Esophagus_Muscularis	CCND2	17.6325036603221	4.61345754540609	0.970899
146_1	rs76895963	chr12:4384844	chr12:4384844	1	Esophagus_Muscularis	RP11-264F23.3	17.6325036603221	4.34091596973317	0.921966
146_1	rs76895963	chr12:4384844	chr12:4384844	1	Lung	CCND2	17.6325036603221	5.71695490708499	0.999765
146_1	rs76895963	chr12:4384844	chr12:4384844	1	Muscle_Skeletal	CCND2	17.6325036603221	5.70421180344917	0.99975
146_1	rs76895963	chr12:4384844	chr12:4384844	1	Nerve_Tibial	CCND2	17.6325036603221	5.63105226933517	0.999645
146_1	rs76895963	chr12:4384844	chr12:4384844	1	Pituitary	CCND2	17.6325036603221	5.22024168673204	0.997637
146_1	rs76895963	chr12:4384844	chr12:4384844	1	Prostate	CCND2	17.6325036603221	5.49184416232182	0.999314
147_1	rs2066827	chr12:12871099	chr12:12871099	0.9841	Islet	GPRC5D	-5.55	-1.69944855464507	0.013149
147_1	rs2066827	chr12:12871099	chr12:12871099	0.9841	Islet	DDX47	-5.55	1.78922305577822	0.0149948
154_1	rs1426371	chr12:108629780	chr12:108629780	0.54708	Islet	RP11-13G14.4	-6.83561643835616	2.27820443790404	0.0179916
162_1	rs963740	chr13:51096095	chr13:51096095	0.50268	Islet	FAM124A	5.6	-1.86932796318346	0.0100846
162_1	rs963740	chr13:51096095	chr13:51096095	0.50268	Islet	RPS4XP16	5.6	2.07219671122439	0.0134331
162_1	rs963740	chr13:51096095	chr13:51096095	0.50268	Islet	INTS6-AS1	5.6	2.32276463279075	0.0202648
162_1	rs963740	chr13:51096095	chr13:51096095	0.50268	Islet	SERPINE3	5.6	-2.14499808627312	0.0147479
173_1	rs34715063	chr15:38873115	chr15:38873115	0.73555	Islet	SPRED1	-9	-2.78192155436508	0.0907494
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Islet	ZNF200	5.67532467532468	1.57117932952869	0.0100623
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Islet	CLUAP1	5.67532467532468	3.2307798177544	0.0147118
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Islet	PDPK1	5.67532467532468	1.64326072792089	0.0121545
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Islet	CCDC64B	5.67532467532468	-1.736925056688	0.0124875
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Islet	CLDN6	5.67532467532468	2.34548977081119	0.0339611
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Islet	RP11-473M20.5	5.67532467532468	-1.91562770898275	0.0149215
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Islet	PAM16	5.67532467532468	-1.71729820419578	0.01222
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Islet	MTRNR2L4	5.67532467532468	-1.60800994824714	0.0105425
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Islet	RP11-462G12.1	5.67532467532468	-2.78973744603726	0.078815
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Islet	RP11-95P2.1	5.67532467532468	-2.70479720445817	0.0614868
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Islet	LA16c-380H5.5	5.67532467532468	1.72140256030953	0.0117655
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Adipose_Subcutaneous	CLUAP1	5.67532467532468	10.0316993134814	0.0103236
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Adipose_Subcutaneous	TRAP1	5.67532467532468	4.21651818458156	0.410614
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Adipose_Visceral_Omentum	CLUAP1	5.67532467532468	9.06254681109964	0.0152799
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Adrenal_Gland	NLRC3	5.67532467532468	-4.43932218287695	0.0143813
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Artery_Coronary	NLRC3	5.67532467532468	-5.16379578043657	0.0495756
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Artery_Tibial	NAA60	5.67532467532468	5.19505030637267	0.776794
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Artery_Tibial	NLRC3	5.67532467532468	-11.2592452779764	0.0512164
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Amygdala	CLUAP1	5.67532467532468	6.68509259076266	0.740492
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Amygdala	NLRC3	5.67532467532468	-5.39365526762346	0.0166274
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Anterior_cingulate_cortex_BA24	CLUAP1	5.67532467532468	7.20118043630937	0.0203966
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Anterior_cingulate_cortex_BA24	NLRC3	5.67532467532468	-6.40629560328388	0.0130363
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Caudate_basal_ganglia	CLUAP1	5.67532467532468	8.4960023896296	0.259459
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Caudate_basal_ganglia	NLRC3	5.67532467532468	-8.55254266811221	0.354506
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Cerebellar_Hemisphere	NLRC3	5.67532467532468	-10.4808782228576	0.672605
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Cerebellar_Hemisphere	SLX4	5.67532467532468	-6.62233977162165	0.0163446
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Cortex	CLUAP1	5.67532467532468	6.64790255214527	0.0106418
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Frontal_Cortex_BA9	NLRC3	5.67532467532468	-7.70531083283936	0.162133
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Hippocampus	CLUAP1	5.67532467532468	9.61028551036905	0.0962
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Hypothalamus	CLUAP1	5.67532467532468	6.94175662109267	0.285629
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Nucleus_accumbens_basal_ganglia	CLUAP1	5.67532467532468	9.66621725436504	0.906892
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Nucleus_accumbens_basal_ganglia	NLRC3	5.67532467532468	-7.42788190032472	0.0106859
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Putamen_basal_ganglia	CLUAP1	5.67532467532468	7.85019590963607	0.419045
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Putamen_basal_ganglia	NLRC3	5.67532467532468	-7.42250745214936	0.426173
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Spinal_cord_cervical_c-1	CLUAP1	5.67532467532468	7.18121797398502	0.0251148
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Brain_Substantia_nigra	CLUAP1	5.67532467532468	5.5767779317715	0.077758
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Breast_Mammary_Tissue	CLUAP1	5.67532467532468	7.94005495702061	0.0234149
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Breast_Mammary_Tissue	NLRC3	5.67532467532468	-5.61904213303084	0.0345983
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Cells_Transformed_fibroblasts	NLRC3	5.67532467532468	-10.449690810136	0.214774
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Colon_Sigmoid	NLRC3	5.67532467532468	-8.29853182251796	0.0321305
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Colon_Transverse	NLRC3	5.67532467532468	-5.81101457754795	0.0186371
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Esophagus_Gastroesophageal_Junction	CLUAP1	5.67532467532468	8.45267440391548	0.0311186
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Esophagus_Gastroesophageal_Junction	NLRC3	5.67532467532468	-10.0435601070932	0.251259
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Esophagus_Mucosa	CLUAP1	5.67532467532468	8.5815801005906	0.0291542
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Esophagus_Muscularis	NLRC3	5.67532467532468	-11.355440753068	0.0425888
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Heart_Left_Ventricle	CLUAP1	5.67532467532468	10.0762227500048	0.0224514
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Lung	CLUAP1	5.67532467532468	9.14898702164911	0.13661
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Muscle_Skeletal	CLUAP1	5.67532467532468	10.648030989802	0.0190735
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Muscle_Skeletal	TRAP1	5.67532467532468	4.36518236855221	0.0116385
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Muscle_Skeletal	NLRC3	5.67532467532468	-8.67858745555594	0.0660367
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Nerve_Tibial	CLUAP1	5.67532467532468	17.1333165351185	0.908113
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Nerve_Tibial	TRAP1	5.67532467532468	4.37186634933243	0.27104
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Nerve_Tibial	NLRC3	5.67532467532468	-11.706538929579	0.235664
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Ovary	NLRC3	5.67532467532468	-6.60514509573658	0.625876
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Pituitary	CLUAP1	5.67532467532468	9.10364215527322	0.884279
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Pituitary	NLRC3	5.67532467532468	-7.77898268596555	0.218157
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Skin_Not_Sun_Exposed_Suprapubic	CLUAP1	5.67532467532468	7.68764932699359	0.0241607
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Skin_Sun_Exposed_Lower_leg	CLUAP1	5.67532467532468	12.4057663099684	0.0275212
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Skin_Sun_Exposed_Lower_leg	TRAP1	5.67532467532468	4.36970573424869	0.227331
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Spleen	CLUAP1	5.67532467532468	7.71093994334784	0.0908671
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Testis	CLUAP1	5.67532467532468	5.20673087281581	0.891255
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Testis	NLRC3	5.67532467532468	-6.31373613615254	0.0638108
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Thyroid	CLUAP1	5.67532467532468	11.4758038660034	0.228857
186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	Whole_Blood	CLUAP1	5.67532467532468	7.81754996457886	0.114596
192_1	rs2925979	chr16:81534790	chr16:81534790	0.96042	Islet	HSD17B2	7.69565217391304	-2.1874731667546	0.0287488
192_1	rs2925979	chr16:81534790	chr16:81534790	0.96042	Islet	GCSH	7.69565217391304	-2.07865360678859	0.0236583
192_1	rs2925979	chr16:81534790	chr16:81534790	0.96042	Islet	PLCG2	7.69565217391304	-2.25805870050415	0.0324715
192_1	rs2925979	chr16:81534790	chr16:81534790	0.96042	Islet	7SK	7.69565217391304	-1.55280386111511	0.0107479
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Islet	RASD1	6.98529411764706	-1.93788872368678	0.0114011
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Islet	RAI1	6.98529411764706	-2.04027141734432	0.0129581
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Islet	LRRC48	6.98529411764706	-1.98197266605775	0.0119776
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Islet	TOP3A	6.98529411764706	-2.62232580308913	0.0293911
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Adipose_Subcutaneous	TOM1L2	6.98529411764706	6.82232179702554	0.049662
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Adipose_Visceral_Omentum	TOM1L2	6.98529411764706	6.33323378274778	0.0188885
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Artery_Aorta	TOM1L2	6.98529411764706	4.29283056939277	0.172503
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Artery_Aorta	AC122129.1	6.98529411764706	4.94191293503766	0.142775
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Artery_Tibial	TOM1L2	6.98529411764706	4.80694508184182	0.0740605
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Brain_Cerebellar_Hemisphere	SMCR5	6.98529411764706	5.95366273643268	0.188907
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Brain_Cerebellum	SMCR5	6.98529411764706	8.26198447099176	0.231208
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Heart_Atrial_Appendage	AC122129.1	6.98529411764706	4.79204143846355	0.244845
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Lung	TOM1L2	6.98529411764706	5.95397631133672	0.0556305
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Lung	AC122129.1	6.98529411764706	4.51778645564933	0.0915569
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Muscle_Skeletal	ALKBH5	6.98529411764706	4.33016291898034	0.103069
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Nerve_Tibial	TOM1L2	6.98529411764706	5.47886088441235	0.0760384
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Pituitary	MYO15A	6.98529411764706	-4.55019924212977	0.0635311
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Pituitary	TOM1L2	6.98529411764706	6.22153741323294	0.0130031
196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	Thyroid	LRRC48	6.98529411764706	-5.45371503372129	0.0260578
198_2	rs10962	chr17:36046451	chr17:36046451	0.9841	Islet	LASP1	6.11328125	-1.83550904597917	0.0160036
198_2	rs10962	chr17:36046451	chr17:36046451	0.9841	Islet	SRCIN1	6.11328125	1.51747817385893	0.0102498
198_2	rs10962	chr17:36046451	chr17:36046451	0.9841	Islet	ACACA	6.11328125	-1.8389577541346	0.016115
198_2	rs10962	chr17:36046451	chr17:36046451	0.9841	Islet	DUSP14	6.11328125	-2.16553288291432	0.0277225
198_2	rs10962	chr17:36046451	chr17:36046451	0.9841	Islet	TBC1D3	6.11328125	-2.90720081886433	0.12389
198_2	rs10962	chr17:36046451	chr17:36046451	0.9841	Islet	SNORA21	6.11328125	1.50052292375425	0.010071
198_2	rs10962	chr17:36046451	chr17:36046451	0.9841	Islet	RP11-115K3.1	6.11328125	1.76900104616912	0.0144754
198_2	rs10962	chr17:36046451	chr17:36046451	0.9841	Islet	AC124789.1	6.11328125	-1.77894731448773	0.0146842
210_1	rs12454712	chr18:60845884	chr18:60845884	1	Islet	HMSD	7.23731343283582	1.51722851219438	0.0102825
210_1	rs12454712	chr18:60845884	chr18:60845884	1	Heart_Left_Ventricle	BCL2	7.23731343283582	4.48839037728451	0.953613
213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	Islet	MAP2K7	7.16666666666667	-1.10681019377477	0.0123599
213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	Islet	CD209	7.16666666666667	2.26886724750299	0.499696
213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	Islet	MCOLN1	7.16666666666667	1.3942901638099	0.274739
213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	Islet	ADAMTS10	7.16666666666667	-0.961272840731193	0.0253344
213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	Islet	ANGPTL4	7.16666666666667	-2.60354111575309	0.499696
213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	Islet	CD320	7.16666666666667	2.00734444316572	0.49783
213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	Islet	TRAPPC5	7.16666666666667	-1.02895461984215	0.0128662
213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	Islet	KANK3	7.16666666666667	-2.48402962620339	0.498529
213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	Islet	CTD-2325M2.1	7.16666666666667	-1.00960202303741	0.0354921
213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	Islet	RAB11B-AS1	7.16666666666667	-1.13211997040053	0.060942
213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	Islet	CTD-3020H12.4	7.16666666666667	-1.13129250000915	0.155061
213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	Esophagus_Mucosa	LRRC8E	7.16666666666667	4.41728855721393	0.499697
213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	Esophagus_Muscularis	CTD-3193O13.8	7.16666666666667	-5.45433819163558	0.499697
213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	Skin_Sun_Exposed_Lower_leg	LRRC8E	7.16666666666667	4.30947014667378	0.499697
213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	Skin_Sun_Exposed_Lower_leg	CTD-3193O13.9	7.16666666666667	5.05261097608412	0.499697
213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	Thyroid	EVI5L	7.16666666666667	-6.27014592418068	0.499697
217_1	rs429358	chr19:45411941	chr19:45411941	0.89583	Islet	MARK4	8.7304347826087	-2.14260909802772	0.0265988
217_1	rs429358	chr19:45411941	chr19:45411941	0.89583	Islet	GIPR	8.7304347826087	-1.5216930893327	0.0103429
217_1	rs429358	chr19:45411941	chr19:45411941	0.89583	Islet	BCL3	8.7304347826087	-1.85474534593219	0.0165739
217_1	rs429358	chr19:45411941	chr19:45411941	0.89583	Islet	CLASRP	8.7304347826087	-1.90678989818923	0.0178333
217_1	rs429358	chr19:45411941	chr19:45411941	0.89583	Islet	ERCC2	8.7304347826087	1.57470306510821	0.0110321
217_1	rs429358	chr19:45411941	chr19:45411941	0.89583	Islet	EXOC3L2	8.7304347826087	-1.88350177143567	0.0172602
217_1	rs429358	chr19:45411941	chr19:45411941	0.89583	Islet	ZNF227	8.7304347826087	-1.54451756240185	0.0106216
217_1	rs429358	chr19:45411941	chr19:45411941	0.89583	Islet	FOXA3	8.7304347826087	2.15667366908509	0.0271952
217_1	rs429358	chr19:45411941	chr19:45411941	0.89583	Islet	SIX5	8.7304347826087	-2.64898799250619	0.0713797
217_1	rs429358	chr19:45411941	chr19:45411941	0.89583	Islet	IGSF23	8.7304347826087	-1.74485449546085	0.0140044
217_1	rs429358	chr19:45411941	chr19:45411941	0.89583	Islet	AC006126.3	8.7304347826087	-1.77371683703906	0.0145359
217_1	rs429358	chr19:45411941	chr19:45411941	0.89583	Islet	CTB-179K24.3	8.7304347826087	-1.81610478401718	0.0156557
217_1	rs429358	chr19:45411941	chr19:45411941	0.89583	Islet	AC074212.6	8.7304347826087	-1.99237799384489	0.0206567
