symbol	Locus.ID	lead.rsid	index.snp	max.ppa.snp	max.ppa	index.snp.coding	islet	muscle	adipose	liver	assigned_00	assigned_20	assigned_50	assigned_80
ZNF169	123_2	rs12236906	chr9:97497494	chr9:97497494	0.59155	0	0.2453	0.2095	0.1389	0.3927	liver	liver	unclassified	unclassified
ABO	124_1	rs505922	chr9:136149229	chr9:136149229	0.17057	0	0	0	0	0	unclassified	unclassified	unclassified	unclassified
GPSM1	125_2	rs78403475	chr9:139235606	chr9:139235606	0.08729	1	0.344	0.1942	0.2439	0.2064	islet	islet	unclassified	unclassified
GPSM1	125_3	rs11793035	chr9:139507212	chr9:139505720	0.30002	0	0.0472	0.0671	0.3713	0.5028	liver	liver	liver	unclassified
GPSM1	125_1	rs28505901	chr9:139241030	chr9:139241030	0.2029	0	0.5412	0	0.2409	0.2152	islet	islet	islet	unclassified
CDC123-CAMK1D	126_1	rs11257655	chr10:12307894	chr10:12307894	1	0	0.3954	0.1334	0.1728	0.2985	shared	shared	unclassified	unclassified
NEUROG3	127_3	rs61850200	chr10:71321658	chr10:71155973	0.086901	0	0.1568	0.1342	0.1017	0.1815	shared	unclassified	unclassified	unclassified
NEUROG3	127_4	rs41277236	chr10:71332301	chr10:71332301	0.73714	1	0.4524	0.0427	0.3562	0.0364	shared	shared	unclassified	unclassified
NEUROG3	127_2	rs177045	chr10:71321279	chr10:71321279	0.85536	0	0	0	0	0	unclassified	unclassified	unclassified	unclassified
NEUROG3	127_1	rs2642588	chr10:71466578	chr10:71466637	0.16	0	0	0.0068	0	0	shared	unclassified	unclassified	unclassified
ZMIZ1	128_2	rs1317617	chr10:81096589	chr10:81096589	0.13842	0	0.293	0.205	0.1636	0.3198	shared	shared	unclassified	unclassified
ZMIZ1	128_1	rs703972	chr10:80952826	chr10:80952826	0.16981	0	0.4195	0.2053	0.2173	0.1556	islet	islet	unclassified	unclassified
PTEN	238_1	rs11202627	chr10:89769340	chr10:89769340	0.043284	0	0.2792	0.174	0.141	0.0642	islet	islet	unclassified	unclassified
HHEX-IDE	129_2	rs7078559	chr10:93924663	chr10:93924663	0.03869	0	0.2401	0.3333	0.1459	0.1969	shared	shared	unclassified	unclassified
HHEX-IDE	129_3	rs1112718	chr10:94479107	chr10:94479107	0.32154	0	0.0473	0.0496	0.0503	0.6894	liver	liver	liver	unclassified
HHEX-IDE	129_1	rs10882101	chr10:94462427	chr10:94462427	0.30248	0	0	0	0	0.9906	liver	liver	liver	liver
TCF7L2	130_6	rs180988137	chr10:114751173	chr10:114751173	0.28853	0	0.2405	0.1607	0.3456	0.1939	adipose	adipose	unclassified	unclassified
TCF7L2	130_7	rs78025551	chr10:114757956	chr10:114757956	0.39913	0	0.3234	0.1895	0.2889	0.1839	shared	shared	unclassified	unclassified
TCF7L2	130_4	rs7918400	chr10:114703136	chr10:114703136	0.7123	0	0.0044	0.0035	0.0041	0.9802	liver	liver	liver	liver
TCF7L2	130_3	rs140242150	chr10:114702962	chr10:114702962	0.98703	0	0.0011	6e-04	0.0013	0.9878	liver	liver	liver	liver
TCF7L2	130_5	rs184509201	chr10:114740337	chr10:114740337	0.18589	0	0.3017	0.1565	0.2719	0.2697	shared	shared	unclassified	unclassified
TCF7L2	130_1	rs7903146	chr10:114758349	chr10:114758349	0.59196	0	0.31	0.1376	0.3729	0.1796	shared	shared	unclassified	unclassified
TCF7L2	130_8	rs34855922	chr10:114871594	chr10:114871594	0.78336	0	0.1826	0.1356	0.3713	0.3035	shared	shared	unclassified	unclassified
WDR11	239_1	rs72631105	chr10:122915345	chr10:122915345	0.80646	0	0.0088	1e-04	0.4546	0.5175	shared	shared	shared	unclassified
PLEKHA1	131_1	rs2280141	chr10:124193181	chr10:124193181	0.059074	0	0.2705	0.2341	0.2387	0.2502	shared	shared	unclassified	unclassified
INS-IGF2	132_2	rs12802972	chr11:1704596	chr11:1702929	0.2209	0	0.0078	0.0059	0.0054	0.9499	liver	liver	liver	liver
INS-IGF2	132_3	rs11042596	chr11:2118860	chr11:2118860	0.71602	0	0.191	0.1176	0.2719	0.328	shared	shared	unclassified	unclassified
INS-IGF2	132_4	rs555759341	chr11:2151761	chr11:2151761	0.94292	0	0.0159	0.0068	0.0065	0.9526	liver	liver	liver	liver
KCNQ1	133_2	rs4930091	chr11:2372356	chr11:2372356	0.042182	0	0.2151	0.0589	0.2553	0.2864	shared	shared	unclassified	unclassified
KCNQ1	133_3	rs2283164	chr11:2579163	chr11:2579163	0.89017	0	0.0462	0.0059	0.9055	0.0187	adipose	adipose	adipose	adipose
KCNQ1	133_4	rs80102379	chr11:2634177	chr11:2634177	0.67619	0	0.6364	0.0021	0.3421	0.0062	islet	islet	islet	unclassified
INS-IGF2	132_1	rs4929965	chr11:2197286	chr11:2197286	0.20125	0	0.7121	0	0	0.2863	islet	islet	islet	unclassified
KCNQ1	133_10	rs445084	chr11:2908754	chr11:2908754	0.18434	0	0.3214	0.203	0.2499	0.1738	shared	shared	unclassified	unclassified
KCNQ1	133_5	rs231349	chr11:2672821	chr11:2672821	0.14824	0	0.4135	0.0255	0.3022	0.24	islet	islet	unclassified	unclassified
KCNQ1	133_6	rs231361	chr11:2691500	chr11:2691500	1	0	0.3313	0.246	0.1823	0.2404	shared	shared	unclassified	unclassified
KCNQ1	133_7	rs2283220	chr11:2755548	chr11:2755573	0.39518	0	0.4328	0.3213	0.2381	0	islet	islet	unclassified	unclassified
KCNQ1	133_8	rs234853	chr11:2850828	chr11:2850828	0.49008	0	0.4328	0.3171	0.2388	0.0039	islet	islet	unclassified	unclassified
KCNQ1	133_1	rs2237895	chr11:2857194	chr11:2857194	0.99944	0	0.436	0.3237	0.2398	0	islet	islet	unclassified	unclassified
KCNQ1	133_9	rs2237897	chr11:2858546	chr11:2858546	0.81263	0	0.4639	0.3333	0.2028	0	islet	islet	unclassified	unclassified
PDE3B	134_1	rs141521721	chr11:14763828	chr11:14763828	0.15966	0	0.2166	0.082	0.3831	0.1862	adipose	adipose	unclassified	unclassified
KCNJ11	135_1	rs5213	chr11:17408404	chr11:17408630	0.32672	0	0.3417	0.6374	0.0024	0.0149	muscle	muscle	muscle	unclassified
METTL15	240_1	rs4923543	chr11:28534898	chr11:28157796	0.11628	0	0.1285	0.0379	0.0354	0.0721	shared	unclassified	unclassified	unclassified
QSER1	136_2	rs7943101	chr11:32460873	chr11:32460873	0.12493	0	0.0063	0.0026	0.0037	0.0365	shared	unclassified	unclassified	unclassified
QSER1	136_1	rs145678014	chr11:32927778	chr11:32927778	0.63603	0	0.4723	0.0591	0.3067	0.0569	islet	islet	unclassified	unclassified
PDHX	137_2	rs286925	chr11:34642668	chr11:34642668	0.17213	0	0.6849	0.057	0.1659	0.0693	islet	islet	islet	unclassified
PDHX	137_1	rs2767036	chr11:34982148	chr11:34982148	0.014837	0	0.3052	0.218	0.2467	0.2168	shared	shared	unclassified	unclassified
HSD17B12	138_1	rs1061810	chr11:43877934	chr11:43877934	0.03654	0	0.3216	0.2201	0.198	0.2514	shared	shared	unclassified	unclassified
CRY2	139_1	rs7115753	chr11:45912013	chr11:45912013	0.22945	0	0.3632	0.1654	0.1661	0.2991	shared	shared	unclassified	unclassified
CELF1	140_1	rs7124681	chr11:47529947	chr11:47529947	0.068148	0	0.2244	0.1838	0.2522	0.3297	shared	shared	unclassified	unclassified
MAP3K11	141_1	rs1783541	chr11:65294799	chr11:65294799	0.16088	0	0.2123	0.2812	0.2789	0.2234	shared	shared	unclassified	unclassified
CCND1	142_2	rs61881115	chr11:68997225	chr11:68997225	0.20325	0	0.007	6e-04	0.1502	0.0087	adipose	unclassified	unclassified	unclassified
CCND1	142_1	rs11820019	chr11:69448758	chr11:69448758	0.41258	0	0.1453	0	0.1151	0.1793	shared	unclassified	unclassified	unclassified
CENTD2-ARAP1	143_1	rs77464186	chr11:72460398	chr11:72460398	0.25206	0	0.396	0.1691	0.1468	0.2786	islet	islet	unclassified	unclassified
MTNR1B	144_1	rs10830963	chr11:92708710	chr11:92708710	1	0	1	0	0	0	islet	islet	islet	islet
MTNR1B	144_2	rs57235767	chr11:93013531	chr11:93013531	0.24529	0	0.8827	0	0.0082	0.0135	islet	islet	islet	islet
ETS1	145_2	rs10893829	chr11:128042575	chr11:128042575	0.11648	0	0.5013	0	0.0526	0.4218	shared	shared	shared	unclassified
ETS1	145_4	rs112595469	chr11:128583975	chr11:128583975	0.098869	0	0.2586	0.1202	0.1717	0.1567	shared	shared	unclassified	unclassified
ETS1	145_3	rs10750397	chr11:128234144	chr11:128234144	0.12155	0	0.6396	0.1719	0.1229	0.0043	islet	islet	islet	unclassified
ETS1	145_1	rs67232546	chr11:128398938	chr11:128389259	0.29701	0	0.2676	0.2105	0.2791	0.2345	shared	shared	unclassified	unclassified
CCND2	146_2	rs10848958	chr12:4031104	chr12:4031104	0.41424	0	0.0115	0.0083	0.0371	0.6838	liver	liver	liver	unclassified
CCND2	146_6	rs3217860	chr12:4399050	chr12:4399050	0.98696	0	0.4871	0	0.5029	0	shared	shared	shared	unclassified
CCND2	146_3	rs11063028	chr12:4300172	chr12:4300172	0.21072	0	0	0	0	0	unclassified	unclassified	unclassified	unclassified
CCND2	146_4	rs4238013	chr12:4376089	chr12:4376089	0.54558	0	0.8496	0	0	0	islet	islet	islet	islet
CCND2	146_5	rs3217792	chr12:4384696	chr12:4384696	0.99879	0	0.5191	0	0.4797	0	shared	shared	shared	unclassified
CCND2	146_1	rs76895963	chr12:4384844	chr12:4384844	1	0	0.5265	0	0.4735	0	shared	shared	shared	unclassified
CDKN1B	147_1	rs2066827	chr12:12871099	chr12:12871099	0.9841	1	0.2444	0.2117	0.3002	0.2338	shared	shared	unclassified	unclassified
ITPR2	148_1	rs718314	chr12:26453283	chr12:26453283	0.059508	0	0.0858	0.5014	0.4029	0	shared	shared	shared	unclassified
KLHDC5	149_1	rs10842994	chr12:27965150	chr12:27965150	0.11374	0	0.9386	0.0486	0.0014	0.0015	islet	islet	islet	islet
HMGA2	150_1	rs2258238	chr12:66221060	chr12:66221060	0.25092	0	0	0.0037	0	0	shared	unclassified	unclassified	unclassified
HMGA2	150_2	rs1042725	chr12:66358347	chr12:66358347	0.45555	0	0.0909	0	0	0	shared	unclassified	unclassified	unclassified
TSPAN8-LGR5	151_1	rs1796330	chr12:71522953	chr12:71522953	0.29571	0	0.3706	0.219	0.0129	0.2293	islet	islet	unclassified	unclassified
USP44	152_1	rs2197973	chr12:95928560	chr12:95921998	0.089285	0	0.2341	0.0973	0.1312	0.1286	islet	islet	unclassified	unclassified
RMST	153_1	rs77864822	chr12:97848775	chr12:97848775	0.38077	0	0.3632	0	0	0	islet	islet	unclassified	unclassified
WSCD2	154_1	rs1426371	chr12:108629780	chr12:108629780	0.54708	0	0.3975	0.0055	0.0473	0.0019	islet	islet	unclassified	unclassified
KSR2	155_2	rs12578639	chr12:118489636	chr12:118489636	0.073426	0	0.2643	0.187	0.2854	0.223	shared	shared	unclassified	unclassified
KSR2	155_1	rs34965774	chr12:118412373	chr12:118412373	0.3082	0	0.5517	0	0	0.0089	islet	islet	islet	unclassified
HNF1A	156_2	rs11065299	chr12:121297815	chr12:121297815	0.33995	0	0.3167	0.2498	0.1752	0.2285	shared	shared	unclassified	unclassified
HNF1A	156_5	rs28638142	chr12:121501461	chr12:121501461	0.26805	0	0.082	0.0666	0.0976	0.6439	liver	liver	liver	unclassified
HNF1A	156_3	rs73226260	chr12:121380541	chr12:121413171	0.14346	NA	0.366	0	0.0029	0.6219	liver	liver	liver	unclassified
HNF1A	156_6	rs73224262	chr12:121882395	chr12:121882395	0.45404	0	0.2263	0.2288	0.264	0.2709	shared	shared	unclassified	unclassified
HNF1A	156_4	rs1800574	chr12:121416864	chr12:121416864	0.9846	1	0.4425	0.0015	0.0035	0.5524	liver	liver	liver	unclassified
HNF1A	156_1	rs56348580	chr12:121432117	chr12:121432117	0.47372	1	0.4117	0.0458	0.1162	0.4193	shared	shared	unclassified	unclassified
MPHOSPH9	157_1	rs4148856	chr12:123450765	chr12:123450765	0.074127	0	0.2679	0.2435	0.2206	0.2585	shared	shared	unclassified	unclassified
ZNF664	241_2	rs825452	chr12:124509177	chr12:124509177	0.14111	0	0.2315	0.1842	0.2072	0.143	shared	shared	unclassified	unclassified
ZNF664	241_1	rs7978610	chr12:124468572	chr12:124444409	0.034972	0	0.2652	0.2048	0.2723	0.2124	shared	shared	unclassified	unclassified
FBRSL1	158_1	rs12811407	chr12:133069698	chr12:133069698	0.17948	0	0.3527	0.2501	0.1624	0.2274	islet	islet	unclassified	unclassified
RNF6	159_1	rs34584161	chr13:26776999	chr13:26776999	0.67155	0	0.3953	0.2802	0.1471	0.1684	islet	islet	unclassified	unclassified
HMGB1	160_1	rs11842871	chr13:31042452	chr13:31042452	0.18565	0	0.2215	0.1812	0.2319	0.3579	liver	liver	unclassified	unclassified
KL	161_1	rs576674	chr13:33554302	chr13:33554302	0.22583	0	0.998	0	0	0	islet	islet	islet	islet
DLEU1	162_1	rs963740	chr13:51096095	chr13:51096095	0.50268	0	0.2907	0.1617	0.1712	0.3451	shared	shared	unclassified	unclassified
PCDH17	163_1	rs9537803	chr13:58366634	chr13:58308340	0.023656	0	0.0446	0	0.0011	8e-04	shared	unclassified	unclassified	unclassified
PCDH17	163_2	rs9569864	chr13:58965435	chr13:58965435	0.2337	0	0	0	6e-04	0.0015	shared	unclassified	unclassified	unclassified
SRGAP2D	164_1	rs9563615	chr13:59077406	chr13:59379335	0.020711	0	0.0023	0	0.0054	0.0189	shared	unclassified	unclassified	unclassified
SRGAP2D	164_2	rs76251711	chr13:59184234	chr13:58965435	0.27945	0	0	0	0	0.0015	shared	unclassified	unclassified	unclassified
SPRY2	165_1	rs1359790	chr13:80717156	chr13:80717156	0.27556	0	0.0524	0.4856	0.3039	0.1581	muscle	muscle	unclassified	unclassified
IRS2	166_1	rs7987740	chr13:109947213	chr13:109947213	0.15575	0	0.0192	0.0012	0.0071	0.1335	liver	unclassified	unclassified	unclassified
IRS2	166_2	rs4771648	chr13:110431626	chr13:110431626	0.36226	0	0.2698	0.1431	0.3413	0.2345	shared	shared	unclassified	unclassified
SLC7A7	167_1	rs17122772	chr14:23288935	chr14:23288935	0.26872	0	0.2853	0.1968	0.2566	0.2514	shared	shared	unclassified	unclassified
AKAP6	168_1	rs17522122	chr14:33302882	chr14:33302882	0.1601	0	2e-04	0.1856	0.0033	1e-04	muscle	unclassified	unclassified	unclassified
CLEC14A	169_1	rs8017808	chr14:38848419	chr14:38848419	0.11685	0	0	0.0129	0.0029	0	shared	unclassified	unclassified	unclassified
NRXN3	170_1	rs17836088	chr14:79932041	chr14:79932041	0.1218	0	0	0.431	0	0.0461	muscle	muscle	unclassified	unclassified
SMEK1	171_1	rs8010382	chr14:91963722	chr14:91963722	0.046633	0	0.1718	0.135	0.2758	0.3946	liver	liver	unclassified	unclassified
MARK3	172_1	rs62007683	chr14:103894071	chr14:103894071	0.022783	0	0.2534	0.2369	0.2654	0.2346	shared	shared	unclassified	unclassified
RASGRP1	173_2	rs8032939	chr15:38834033	chr15:38834033	0.20755	0	0.7212	0.0088	0.2607	0	islet	islet	islet	unclassified
RASGRP1	173_1	rs34715063	chr15:38873115	chr15:38873115	0.73555	0	0.2644	0	0	0	islet	islet	unclassified	unclassified
LTK	174_1	rs11070332	chr15:41809205	chr15:41809205	0.42119	0	0.1621	0.2101	0.1954	0.4228	liver	liver	unclassified	unclassified
ONECUT1	175_1	rs2456530	chr15:53091553	chr15:53091553	0.35556	0	0.0324	0	0.0058	0.8272	liver	liver	liver	liver
WDR72	176_1	rs528350911	chr15:53747228	chr15:53747228	0.99459	0	0	0	0	0.9946	liver	liver	liver	liver
TCF12	177_1	rs117483894	chr15:57456802	chr15:57456802	0.013598	0	0.2751	0.3027	0.1768	0.2338	shared	shared	unclassified	unclassified
C2CD4A-B	178_1	rs8037894	chr15:62394264	chr15:62394264	0.11913	0	0.4395	0.197	0.1672	0.1961	islet	islet	unclassified	unclassified
USP3	179_1	rs7178762	chr15:63871292	chr15:63871292	0.097078	0	0.2439	0.2728	0.2357	0.2376	shared	shared	unclassified	unclassified
MAP2K5	180_1	rs4776970	chr15:68080886	chr15:68080886	0.74932	0	0.0495	0.3422	0.2589	0.3397	shared	shared	unclassified	unclassified
PTPN9	181_1	rs13737	chr15:75932129	chr15:75932129	0.18939	1	0.2735	0.2408	0.229	0.2467	shared	shared	unclassified	unclassified
HMG20A	182_1	rs1005752	chr15:77818128	chr15:77818128	0.075149	0	0.2868	0.3092	0.2163	0.1797	shared	shared	unclassified	unclassified
AP3S2	183_1	rs4932265	chr15:90423293	chr15:90423293	0.090833	0	0.2436	0.2544	0.2419	0.2506	shared	shared	unclassified	unclassified
PRC1	184_1	rs12910825	chr15:91511260	chr15:91511260	0.35699	0	0.0097	0.3745	0.3369	0.2698	shared	shared	unclassified	unclassified
ITFG3	185_1	rs6600191	chr16:295795	chr16:295795	0.25131	0	0.2723	0.2601	0.2205	0.2389	shared	shared	unclassified	unclassified
CLUAP1	186_1	rs3751837	chr16:3583173	chr16:3583173	0.9034	0	0.2868	0.2494	0.2356	0.2173	shared	shared	unclassified	unclassified
ATP2A1	187_1	rs8046545	chr16:28915217	chr16:28915217	0.15272	0	0.1743	0.4261	0.1665	0.2233	muscle	muscle	unclassified	unclassified
FAM57B	188_2	rs199795270	chr16:30419384	chr16:30419384	0.66105	1	0.3162	0.3581	0.1285	0.1866	shared	shared	unclassified	unclassified
FAM57B	188_1	rs11642430	chr16:30045789	chr16:30045789	0.058081	0	0.4923	0.2071	0.0643	0.137	islet	islet	unclassified	unclassified
FTO	189_2	rs4281707	chr16:53501946	chr16:53501946	0.085029	0	0.1747	0.1771	0.2987	0.1991	shared	shared	unclassified	unclassified
FTO	189_3	rs78020297	chr16:53758720	chr16:53758720	0.21335	0	0.3392	0.3081	0.2031	0.1414	shared	shared	unclassified	unclassified
FTO	189_1	rs1421085	chr16:53800954	chr16:53800954	0.27893	0	0.2753	0.3076	0.2194	0.1972	shared	shared	unclassified	unclassified
NFAT5	190_1	rs862320	chr16:69651866	chr16:69651866	0.14742	0	0.1947	0.2461	0.2653	0.183	shared	shared	unclassified	unclassified
BCAR1	191_2	rs3115960	chr16:75516534	chr16:75516534	0.040349	0	0.249	0.1838	0.1675	0.1873	shared	shared	unclassified	unclassified
BCAR1	191_1	rs72802342	chr16:75234872	chr16:75234872	0.65668	0	0.3317	0	0	0	islet	islet	unclassified	unclassified
CMIP	192_1	rs2925979	chr16:81534790	chr16:81534790	0.96042	0	0.3244	0.1805	0.312	0.1803	shared	shared	unclassified	unclassified
SPG7	193_1	rs12920022	chr16:89564055	chr16:89564055	0.72964	0	0.2942	0.259	0.187	0.2489	shared	shared	unclassified	unclassified
ZZEF1	194_2	rs1043246	chr17:3828086	chr17:3828086	0.55543	0	0.3644	0.0992	0.2751	0.2503	shared	shared	unclassified	unclassified
ZZEF1	194_3	rs3826482	chr17:3860356	chr17:3860356	0.40033	0	0.5502	0.2001	0.0488	0.1907	islet	islet	islet	unclassified
ZZEF1	194_1	rs1377807	chr17:4045440	chr17:4045440	0.23959	0	0.2982	0.2301	0.2222	0.24	shared	shared	unclassified	unclassified
ATP1B2	242_2	rs62059712	chr17:7740170	chr17:7740170	0.34209	0	0.2471	0.2152	0.2104	0.2072	shared	shared	unclassified	unclassified
ATP1B2	242_1	rs1641523	chr17:7549681	chr17:7554772	0.32117	0	0.5206	0.0252	0	0.4498	shared	shared	shared	unclassified
GLP2R	195_1	rs7222481	chr17:9785187	chr17:9785187	0.037587	0	0.1307	3e-04	0.8554	0.0038	adipose	adipose	adipose	adipose
RAI1	196_1	rs4925109	chr17:17661802	chr17:17661802	0.56242	0	0.4335	0.2436	0.1375	0.1756	islet	islet	unclassified	unclassified
NF1	197_1	rs71372253	chr17:29413019	chr17:29413019	0.21698	0	0.3469	0.1288	0.1491	0.362	shared	shared	unclassified	unclassified
HNF1B	198_2	rs10962	chr17:36046451	chr17:36046451	0.9841	0	0	0	0	0.9974	liver	liver	liver	liver
HNF1B	198_3	rs2189301	chr17:36063685	chr17:36063685	0.49343	0	0.4352	0	0	0.5551	liver	liver	liver	unclassified
HNF1B	198_1	rs10908278	chr17:36099952	chr17:36099952	0.71596	0	0.7129	0	0	0.2851	islet	islet	islet	unclassified
MLX	199_1	rs34855406	chr17:40731411	chr17:40731411	0.13657	0	0.3497	0.2238	0.1903	0.2264	islet	islet	unclassified	unclassified
TTLL6	200_1	rs35895680	chr17:47060322	chr17:47060322	0.6604	0	0.058	0.0478	0.0376	0.0474	shared	unclassified	unclassified	unclassified
ACE	202_2	rs2727301	chr17:61965043	chr17:61965043	0.11348	0	0.1762	0.205	0.3203	0.1855	adipose	adipose	unclassified	unclassified
ACE	202_1	rs60276348	chr17:62203304	chr17:62203304	0.30993	0	0.3711	0.1657	0.1236	0.3302	shared	shared	unclassified	unclassified
BPTF	203_2	rs11657492	chr17:65648427	chr17:65648427	0.10613	0	0.3672	0.1614	0.2004	0.2644	islet	islet	unclassified	unclassified
BPTF	203_1	rs61676547	chr17:65892507	chr17:65892507	0.046994	0	0.2726	0.2506	0.2258	0.2415	shared	shared	unclassified	unclassified
LAMA1	204_1	rs7240767	chr18:7070642	chr18:7070642	0.16811	0	0	0	0	0	unclassified	unclassified	unclassified	unclassified
COMMD9	205_1	rs62080313	chr18:36278709	chr18:36278709	0.19133	0	0	0	0	0.0147	shared	unclassified	unclassified	unclassified
TCF4	206_3	rs28719468	chr18:53452144	chr18:53452144	0.12495	0	0.1623	0.1445	0.1268	0.0046	shared	unclassified	unclassified	unclassified
TCF4	206_1	rs72926932	chr18:53050646	chr18:53050646	0.4443	0	0.3254	0.2631	0.2382	0.1732	shared	shared	unclassified	unclassified
WDR7	207_1	rs17684074	chr18:54675384	chr18:54675384	0.44435	0	0.4149	0.2629	0.256	0.0555	islet	islet	unclassified	unclassified
GRP	208_1	rs9957145	chr18:56876228	chr18:56876228	0.11826	0	0	0	0	0	unclassified	unclassified	unclassified	unclassified
MC4R	209_1	rs523288	chr18:57848369	chr18:57848369	0.065279	0	0	0	0.0364	0	shared	unclassified	unclassified	unclassified
MC4R	209_2	rs74452128	chr18:58056566	chr18:58056566	0.057616	0	0.0304	0	0	0	shared	unclassified	unclassified	unclassified
BCL2A	210_2	rs10469140	chr18:60668270	chr18:60668270	0.14851	0	0.0913	0.1715	0.3084	0.1674	adipose	adipose	unclassified	unclassified
BCL2A	210_1	rs12454712	chr18:60845884	chr18:60845884	1	0	0	0.5192	0.4808	0	shared	shared	shared	unclassified
PTPRS	211_2	rs116953931	chr19:5224998	chr19:5224998	0.26163	0	0.2813	0.2547	0.2632	0.1583	shared	shared	unclassified	unclassified
UHRF1	211_1	rs7249758	chr19:4948862	chr19:4948862	0.18479	0	0.0219	0.0239	0.0212	0.0192	shared	unclassified	unclassified	unclassified
INSR	212_1	rs75253922	chr19:7240848	chr19:7240848	0.07734	0	0.2715	0.1924	0.3376	0.19	shared	shared	unclassified	unclassified
MAP2K7	213_1	rs4804833	chr19:7970635	chr19:7970635	0.52883	0	0.2778	0.2744	0.2409	0.2066	shared	shared	unclassified	unclassified
FARSA	214_1	rs3111316	chr19:13038415	chr19:13038415	0.32295	0	0.2857	0.2499	0.2081	0.2464	shared	shared	unclassified	unclassified
TM6SF2	215_2	rs188247550	chr19:19396616	chr19:19396616	0.24158	0	0.2216	0.1737	0.1792	0.287	shared	shared	unclassified	unclassified
TM6SF2	215_1	rs8107974	chr19:19388500	chr19:19388500	0.43379	0	0.2326	0.2282	0.2169	0.3182	shared	shared	unclassified	unclassified
PEPD	216_1	rs10406327	chr19:33890838	chr19:33890838	0.16958	0	0.0912	0.2431	0.2211	0.4306	liver	liver	unclassified	unclassified
TOMM40-APOE	217_1	rs429358	chr19:45411941	chr19:45411941	0.89583	1	0.1709	0.0166	0.1495	0.653	liver	liver	liver	unclassified
GIPR	218_1	rs10406431	chr19:46157019	chr19:46157237	0.19873	0	0.9244	0	0.0314	0.042	islet	islet	islet	islet
GIPR	218_2	rs2238689	chr19:46178661	chr19:46178661	0.78287	0	0.9911	0	0	0	islet	islet	islet	islet
ZC3H4	219_1	rs3810291	chr19:47569003	chr19:47569003	0.2526	0	0.2831	0.2538	0.235	0.2272	shared	shared	unclassified	unclassified
NKX2-2	220_1	rs13041756	chr20:21466795	chr20:21466795	0.23469	0	0.8321	0	0	0.0853	islet	islet	islet	islet
RALY	221_1	rs2268078	chr20:32596704	chr20:32596704	0.036583	0	0.2659	0.1798	0.139	0.1914	shared	shared	unclassified	unclassified
HNF4A	222_4	rs191830490	chr20:43023355	chr20:43023355	0.51936	0	0.312	0.0965	0.1438	0.4045	shared	shared	unclassified	unclassified
HNF4A	222_2	rs76811102	chr20:42905415	chr20:42905415	0.96494	0	0.3223	0.2453	0.1788	0.241	shared	shared	unclassified	unclassified
HNF4A	222_5	rs11696357	chr20:43233649	chr20:43233649	0.2109	0	0.1788	0.295	0.2236	0.2771	shared	shared	unclassified	unclassified
HNF4A	222_3	rs4810426	chr20:43001721	chr20:43001721	0.27001	0	0.4466	0	0	0.5534	liver	liver	liver	unclassified
HNF4A	222_1	rs1800961	chr20:43042364	chr20:43042364	1	1	0.3577	0	1e-04	0.6422	liver	liver	liver	unclassified
EYA2	223_2	rs560716466	chr20:45317678	chr20:45317678	0.39569	0	0.133	0.1766	0.3276	0.1659	adipose	adipose	unclassified	unclassified
EYA2	223_1	rs6063048	chr20:45598564	chr20:45598564	0.14541	0	0	0	0.9909	0	adipose	adipose	adipose	adipose
CEBPB	224_1	rs11699802	chr20:48832135	chr20:48832135	0.22096	0	0	0.2697	0.4654	0.2636	adipose	adipose	unclassified	unclassified
TSHZ2	225_1	rs34454109	chr20:51223594	chr20:51223594	0.20712	0	0.0017	0	0.0157	0.1436	liver	unclassified	unclassified	unclassified
GNAS	226_1	rs6070625	chr20:57394628	chr20:57394628	0.14596	0	0.962	0.0269	0	0.0023	islet	islet	islet	islet
GNAS	226_2	rs862016	chr20:57551099	chr20:57551099	0.15787	0	0.1513	0.1162	0.0875	0.1157	shared	unclassified	unclassified	unclassified
ZBTB46	243_2	rs6011155	chr20:62450664	chr20:62450664	0.063248	0	0.1856	0.2639	0.287	0.249	shared	shared	unclassified	unclassified
TCEA2	243_1	rs59944054	chr20:62693175	chr20:62693175	0.1462	0	0.3382	0.1624	0.1458	0.3232	shared	shared	unclassified	unclassified
MTMR3-ASCC2	227_1	rs6518681	chr22:30609554	chr22:30609554	0.020823	0	0.2819	0.1154	0.1522	0.1491	islet	islet	unclassified	unclassified
YWHAH	228_1	rs117001013	chr22:32348841	chr22:32348841	0.011982	0	0.2789	0.0283	0.0425	0.1003	islet	islet	unclassified	unclassified
EP300	229_1	rs5758223	chr22:41489920	chr22:41489920	0.036464	0	0.266	0.2381	0.238	0.2483	shared	shared	unclassified	unclassified
PNPLA3	230_1	rs738408	chr22:44324730	chr22:44324730	0.34598	1	0.0106	0.0184	0.2547	0.7064	liver	liver	liver	unclassified
PIM3	231_2	rs112915006	chr22:50604696	chr22:50604696	0.23486	0	0.0397	0.0229	0.1746	0.0341	adipose	unclassified	unclassified	unclassified
PIM3	231_1	rs1801645	chr22:50356850	chr22:50417483	0.16871	0	0.1702	0.023	0.0779	0.1452	shared	unclassified	unclassified	unclassified
